         CRIM     ZN  INDUS  CHAS     NOX     RM   AGE      DIS   RAD    TAX  PTRARIO       B  LSTAT    PRICE
911  1.238201   84.0  19.55   0.0  0.9594  7.561  30.9  11.5527   1.0  411.0     18.0   73.47  27.21  1521.62
912  0.685683   31.0  22.77   0.0  0.5252  5.967  27.7   2.0303  21.0  358.0     22.3  328.85  21.19    79.00
913  1.326223  100.0  14.39   0.0  0.7644  6.317   0.4   5.7197  12.0  371.0     12.3  321.13  10.31   212.22
914  2.317502   59.0   3.03   1.0  0.2435  5.999  81.3  11.7483  18.0  367.0     20.4   68.62  16.61   132.20
915  0.871618   27.0  18.93   1.0  0.8106  6.230  60.4   5.3583   8.0  321.0     24.7   37.91   9.38   219.78
916  0.033912   20.0   5.41   0.0  0.4856  6.702  20.6  12.9831  22.0  208.0     16.8  367.89  21.65   161.33
917  0.677501   66.0   1.16   1.0  0.6751  5.456  31.3   8.5536  15.0  264.0     18.7  399.13   5.13   201.88
918  0.740264   99.0   2.98   0.0  0.9811  6.993  24.0   0.0571   7.0  231.0     19.1   70.86  13.54   968.81
919  1.497614   60.0  16.01   0.0  0.1009  6.670  38.2   9.9344  22.0  446.0     16.5   81.85  11.85   116.24
920  2.010222   11.0  21.35   0.0  0.5354  6.323  59.0   2.2690   4.0  349.0     13.0   16.88  18.71    58.50
921  0.218802   46.0   5.24   0.0  0.7207  6.910  19.4  12.3995   8.0  488.0     21.3  375.58  27.75   279.79
922  0.638040   31.0  13.96   0.0  0.2453  7.815  41.2  10.7466   5.0  408.0     17.5   64.10  27.78   111.07
923  0.050171   18.0  23.26   0.0  0.4715  7.814  56.3   8.1653  13.0  213.0     11.1   32.34  14.56   117.84
924  0.119683   22.0   4.29   0.0  0.2040  7.848  18.7   2.9488  23.0  328.0     22.5  391.82  11.36    88.53
925  2.547499   58.0  17.98   1.0  0.4005  5.225  91.1   4.5357   2.0  263.0     15.3    8.98   4.23    57.47
926  0.006633   44.0   4.86   1.0  0.4020  5.813  36.9   0.4621   2.0  305.0     17.3  310.12   8.91    54.50
927  0.209280   31.0  11.24   1.0  0.7638  6.346  50.2   4.3923  14.0  289.0     16.5   83.92  12.07   185.63
928  0.455075   23.0  11.50   1.0  0.6638  6.852  75.3   4.5578  22.0  468.0     17.2  347.45  22.60   174.22
929  0.458425   34.0  14.31   0.0  0.1926  6.353  35.8   7.9071   5.0  263.0     22.2    6.22  21.56    76.47
930  0.506775   14.0   6.09   1.0  0.1167  7.433  69.9   6.9274  16.0  231.0     20.3   66.24  17.89    81.13
931  0.458685   24.0  16.79   1.0  0.6379  7.480  23.0   2.0050   4.0  356.0     21.1  313.65  17.60   159.38
932  1.838830   67.0  10.57   0.0  0.8353  5.423  18.2   3.6602  14.0  397.0     18.0   89.55   6.71   151.03
933  1.983568   73.0  23.45   1.0  0.1890  5.980  57.0   9.2733  23.0  210.0     10.8   92.77  11.61    98.84
934  0.159423   86.0   8.12   0.0  0.8835  7.624  61.8   5.6375   1.0  436.0     13.2  386.42  10.93   934.54
935  2.010483   30.0  18.16   1.0  0.8299  6.312  89.5  11.7490  10.0  413.0     10.3    9.15  11.17   305.38
936  0.293430   86.0   1.20   1.0  0.9369  6.353  72.9   2.3962  14.0  317.0     20.7   62.30  24.65   427.31
937  1.019339   57.0  11.88   0.0  0.1330  7.131  75.6   8.9923  21.0  469.0     13.7   12.90  22.61   103.49
938  0.261540   13.0  20.71   1.0  0.9867  6.906  26.2   4.4120  10.0  462.0     19.1  364.03  18.06   981.43
939  0.896352   37.0  23.28   1.0  0.9640  6.658  38.5   5.7628  12.0  336.0     16.9   17.62  14.54   675.79
940  0.292827   47.0  24.81   0.0  0.8718  6.183  15.0   2.7329  10.0  486.0     17.1   10.28  17.71   253.88
941  0.538937   65.0  16.20   1.0  0.3551  6.232  93.6   7.9185  14.0  334.0     21.2  337.18   2.82   217.18
942  0.241372   82.0  16.58   1.0  0.1551  6.544  67.4   5.8305  23.0  479.0     12.5   82.29  21.70    77.34
943  2.064810   13.0  22.14   1.0  0.9788  6.905  91.1  11.8582   7.0  379.0     16.1  323.53  20.02   994.04
944  0.179069   89.0   9.61   0.0  0.9762  5.690  38.3   3.4508   8.0  282.0     23.6    4.56   4.67   300.18
945  0.381585   11.0  14.14   1.0  0.5289  6.472  62.3   8.6032  21.0  452.0     12.9    8.58  13.70   125.23
946  0.794726    1.0   7.07   1.0  0.1482  7.959  79.9   1.1718  15.0  487.0     13.2  353.55   5.22    97.67
947  0.610202   90.0  21.24   0.0  0.5865  5.218   2.2  12.4457   5.0  495.0     11.0   51.28  10.04   141.35
948  0.065937   85.0  13.71   0.0  0.2325  7.714  49.8  12.8566  21.0  219.0     18.1  354.32  27.32   140.75
949  0.391741   78.0  25.71   1.0  0.7153  7.933  15.8   3.8469  24.0  323.0     15.2  312.87  19.32   357.09
950  2.728209   62.0  23.01   1.0  0.7551  7.073  54.8  10.5449  11.0  377.0     11.7  323.87   7.18   355.64
951  0.567347   11.0   8.15   1.0  0.7740  7.140  80.1   8.4968   2.0  319.0     10.6   88.51  20.76   335.85
952  0.526720   13.0   4.20   0.0  0.4523  6.717  94.4  12.5623   4.0  320.0     14.7  344.42  23.16   153.19
953  0.053857   25.0  20.65   1.0  0.5877  5.059  29.0   5.6562  16.0  369.0     17.4  385.49   2.59   231.71
954  0.454313   53.0   4.41   1.0  0.0949  7.286  36.9   5.4908  11.0  233.0     11.2   55.10  20.60    56.78
955  1.522351   93.0   8.08   1.0  0.6502  5.643   6.4   3.5995  22.0  376.0     17.8  305.61  27.14    98.88
956  1.565705   81.0  13.47   1.0  0.2894  6.430  92.6   2.7002  19.0  331.0     16.4  348.34  12.78    78.80
957  0.047995   81.0  24.51   0.0  0.5373  6.846  88.7   7.7632   7.0  450.0     16.2    4.18  16.36   122.86
958  0.530714   41.0  18.80   1.0  0.8716  6.496   1.0   8.9216   0.0  278.0     14.8  334.37  10.76   392.19
959  0.538515   25.0  10.13   1.0  0.2533  5.617  10.6  10.0993   4.0  399.0     19.7  358.79  21.55   112.66
960  1.546957    2.0  12.56   1.0  0.3978  6.139  70.3   8.7604   4.0  325.0     20.4  348.23  11.86   125.51
961  1.180075   69.0  23.55   0.0  0.8296  5.063  37.3  10.8408  21.0  336.0     13.1  332.73  22.44   188.69
962  0.495424   92.0  16.49   1.0  0.8538  6.208  51.5  11.8469  20.0  321.0     11.5  360.94  29.78   326.77
963  0.275432    1.0   8.24   1.0  0.8456  5.398  38.4   0.3863   4.0  497.0     15.1  304.64   6.85   151.33
964  0.939698   24.0  20.35   1.0  0.9020  6.448  76.8   0.4118   4.0  232.0     22.0   97.06  17.25   356.81
965  0.266365   44.0  10.09   0.0  0.6386  6.348  53.0   0.6146  15.0  279.0     17.5  377.03  26.85    93.89
966  0.637698   97.0  22.65   1.0  0.6519  7.015  57.1   7.3622  13.0  420.0     21.3   45.78   6.53   185.91
967  0.076948   81.0  20.16   1.0  0.1816  6.214  64.9   8.1138  22.0  452.0     16.9   35.05  19.44    98.62
968  0.252480   80.0   5.20   0.0  0.2955  6.228  68.6   3.6015   6.0  236.0     24.1   21.35   5.11    52.75
969  2.828128   36.0  16.47   1.0  0.2844  6.828  50.1   2.4301  10.0  471.0     17.4  363.91  21.96    57.74
970  2.253379   56.0  13.02   1.0  0.8875  7.221  75.1   0.3853   4.0  368.0     22.8   29.87  26.67   623.67
971  0.347528   94.0  12.07   0.0  0.2144  5.738  98.9   2.2232   5.0  329.0     13.8  367.51  13.71    62.58
972  1.723546   30.0  22.95   0.0  0.1628  7.739  52.0   6.6604  20.0  274.0     17.3  393.67  22.88    95.29
973  0.958471   35.0  10.76   1.0  0.1538  5.470  65.1   9.0176  21.0  413.0     13.6  395.43   4.90   179.96
974  0.822071   39.0   1.40   0.0  0.8810  6.103   2.8  10.9999  22.0  335.0     11.4  336.14  23.14   334.82
975  1.675576   96.0  14.42   0.0  0.8746  7.821  96.7   0.8308   5.0  376.0     23.9  321.27   7.26  1001.74
976  0.936451   65.0  19.59   0.0  0.0714  6.545  64.4   1.5854  24.0  442.0     19.7  308.29  10.02    73.42
977  0.805272   47.0  22.61   1.0  0.2398  5.969  24.2  11.0291   3.0  439.0     14.6   22.92  19.77   106.66
978  0.252890   89.0   9.82   0.0  0.6637  6.439  97.5   3.6264  13.0  353.0     15.5   79.09   9.27   130.15
979  0.765753   66.0  12.16   1.0  0.5590  6.779  63.5   2.1574  24.0  256.0     19.8   27.12  28.99    89.14
980  0.740355   49.0  15.63   0.0  0.6719  6.927  11.8   7.4062   8.0  200.0     19.8   40.45  20.58   172.37
981  0.248665   59.0  10.61   0.0  0.0371  7.376  86.1   3.7129  22.0  418.0     23.1  301.83   3.37   154.00
982  2.294692   15.0  16.14   0.0  0.5815  5.017  77.7   4.3728  10.0  285.0     15.2  336.35  17.16    88.92
983  0.326285   48.0   7.21   1.0  0.7404  6.659  24.1   4.1945  15.0  472.0     14.4  399.36   6.33   250.92
984  0.900578   24.0   4.21   0.0  0.0815  6.690  65.7  12.3620   3.0  262.0     24.7   55.62   6.37   120.45
985  0.959665   60.0  19.49   0.0  0.0283  5.192   7.6   4.9804  18.0  292.0     20.5  369.11  19.92    77.60
986  0.895599   61.0  17.34   1.0  0.3546  5.895  76.8  11.0515  21.0  387.0     10.5  384.23  28.97   133.56
987  0.437694    3.0  25.45   1.0  0.2365  6.185  48.1  12.2743  15.0  377.0     18.0  378.72  20.33   144.15
988  0.640888   50.0  11.29   1.0  0.2886  6.193  22.2   0.1975  13.0  488.0     16.6   84.19  12.21    26.12
989  1.367669   53.0   3.98   0.0  0.7952  7.820  99.9  11.4324  13.0  288.0     17.6   95.09  27.70   619.29
990  0.930420   69.0   1.20   1.0  0.9173  7.761  47.9   8.0655  12.0  280.0     20.7   44.55  15.77  1319.86
991  0.583661   49.0   3.82   1.0  0.5641  5.117  77.3  10.9963   8.0  310.0     13.5    2.13   3.57   122.32
992  0.650850   40.0  10.07   0.0  0.5609  6.608  43.2   0.4493  19.0  499.0     19.3   52.55  15.20    68.80
993  0.682092   93.0  14.79   0.0  0.2451  6.748  90.4   7.4168   6.0  253.0     18.7   28.41  28.18    80.16
994  1.651533   78.0  23.45   1.0  0.4817  5.938  56.6   0.3750   1.0  418.0     23.2  362.72  24.21    42.80
995  0.502838  100.0   5.13   1.0  0.7654  5.885  84.4   7.3937   0.0  255.0     12.5  376.35   6.55   216.18
996  0.729290   39.0  24.63   1.0  0.7969  6.902  69.6   9.8833  21.0  225.0     10.3   30.63  12.09   341.29
997  0.382670   18.0  11.50   1.0  0.4494  6.438  88.6  10.8058   3.0  222.0     21.3  312.50  17.02   132.59
998  0.877260    9.0  17.26   1.0  0.5691  5.163  73.2  11.5257  15.0  433.0     14.4   24.27  12.80   138.54
999  0.644703   40.0  22.63   1.0  0.2757  5.912  29.9  10.0886  10.0  279.0     18.5  347.59  18.46   116.88
